sentence,snippets,target,sentiment_score,aspects,format,label
BAE Systems's sales boosted by European Typhoon and currencies,['sales boosted by'],BAE Systems,0.39,['Corporate/Sales'],headline,0
"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy",['ABC Bullish Pattern'],CHKP,0.496,['Stock/Technical Analysis'],post,0
Royal Mail share price rallies amid positive broker comments,['share price rallies'],Royal Mail,0.59,['Stock/Price Action'],headline,0
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,['FDA Approves'],AstraZeneca,0.242,['Corporate/Regulatory'],headline,0
$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,['Momentum building for breakout trigger ! Long setup'],PKT,0.592,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
$AAPL Good time to buy. Will the run come before earnings or after?,['Good time to buy.'],AAPL,0.533,['Stock/Price Action/Bullish'],post,0
"News FeedSchroders books solid earnings growth, several board changes",['s books solid earnings growth'],Schroders,0.5,['Stock/Fundamentals'],headline,0
$AAPL broke descending channel....will it hold?,['broke descending channel'],AAPL,-0.07,['Stock/Technical Analysis'],post,1
$AAPL $131 rally mode,['rally mode'],AAPL,0.5,['Stock/Price Action/Bullish'],post,0
"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look","['now indicators turning up (RSI, MACD, SMI)']",LULU,0.351,['Stock/Technical Analysis'],post,0
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,['to pursue takeover of Canada's Entertainment One'],ITV,0.199,['Corporate/M&A/M&A'],headline,0
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",['Still think way more upside than downside.'],BSX,0.664,['Stock/Price Action/Bullish'],post,0
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endÃ¢â¬âThat's another hun from here.Long LEAPS =^.^=,['Long LEAPS'],AAPL,0.579,['Stock/Options'],post,0
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,['up 33% since 6/25 buy signa'],OSUR,0.552,['Stock/Signal/Buy Signal'],post,0
$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,['VERY HIGH PROBABILITY OF RALLYING TOMORROW'],VOLC,0.72,['Stock/Price Action/Bullish'],post,0
"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",['a new long IF 110.61 is broken'],QQQ,0.172,['Stock/Signal/Buy Signal'],post,0
ouch looks like $tsla shorts getting skinned again,['shorts getting skinned again'],TSLA,0.518,['Stock/Price Action/Bullish'],post,0
"Ackman, in email, says supports Valeant CEO Pearson","['in email, says supports']",Valeant,0.166,['Corporate/Company Communication'],headline,0
Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,['That has to be the pressure on the stock'],AAPL,0.222,['Stock/Price Action/Bearish'],post,0
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,['Finding Support Near 1.10 Level'],UUP,0.259,['Stock/Price Action'],post,0
"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC","['Tesla recalls 2,700 Model X cars']",TSLA,-0.319,['Corporate/Risks/Product Recall'],post,2
"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",['Ashtead jumps on strong interims'],Ashtead,0.461,['Stock/Fundamentals'],headline,0
City spirits sink after Diageo comes up short with sales slide,['omes up short with sales slide'],Diageo,-0.521,['Corporate/Sales'],headline,2
$TZA is a rocket ship!!!,['is a rocket ship!!!'],TZA,0.807,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,['Are The 2 Banks I'd Buy Today'],Lloyds,0.434,['Corporate/Reputation/Scoop'],headline,0
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.","[""took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.""]",AXDX,-0.334,['Stock/Price Action/Bearish'],post,2
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",['meet Italy econ minister as M&A talk heats up'],UBI,0.133,['Corporate/Risks/Extraordinary Meeting'],headline,0
"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",['Revenue Rises 36%'],AKS,0.42,['Corporate/Financial/Financial Results/Earnings'],post,0
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT","['Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT']",Centrica,0.195,['Corporate/Appointment'],headline,0
"Britain's FTSE gains, Land Securities up after dividend hike",['after dividend hike'],Land Securities,0.549,['Corporate/Dividend Policy'],headline,0
Standard Chartered lags on capital worries,['lags on capital worries'],Standard Chartered,-0.358,['Corporate/Risks'],headline,2
$AAPL  downgrade is bias. This stock is a buy.,['This stock is a buy.'],AAPL,0.498,['Stock/Price Action/Bullish'],post,0
$GTAT Will re-enter short on bounce...,['Will re-enter short on bounce...'],GTAT,-0.46,['Stock/Price Action/Bearish'],post,2
"$INTC & $AAPL strong, tech leads DOW higher","['strong, tech leads DOW higher']",INTC,0.588,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
NYSE owner ICE considers offer for LSE,['considers offer for'],LSE,0.396,['Corporate/Rumors/Scoop'],headline,0
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,['Nice pop today. Told ya we would be green haha'],NOK,0.404,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,['rejected the hod...should head lower'],AAPL,-0.36,['Stock/Price Action/Bearish/Bearish Behavior'],post,2
Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,['Fined $27 Million by U.K. Regulator Over Fee Failings'],Aviva,-0.675,['Corporate/Regulatory'],headline,2
"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY","['trade continuing very nicely from yesterday, almost up $3 from yesterday entry']",WAC,0.495,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
Warren Buffett defends Berkshire Hathaway's conglomerate structure,['defends Berkshire Hathaway's conglomerate structure'],Berkshire Hathaway,0.144,['Corporate/Company Communication'],headline,0
"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...","['Crazy looking chart, but nearing breakout resistance line']",YHOO,0.194,['Stock/Technical Analysis/Breakout'],post,0
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,['had a big GROWING success for years'],AAPL,0.295,['Corporate/Reputation'],post,0
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",['Greek debt concerns'],easyjet,-0.414,['Corporate/Risks'],headline,2
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",['Should you buyâ¦. following today's news?'],Dunelm Group plc,0.14,['Corporate/Rumors/Rumors'],headline,0
$TZOO a close above 28.64 and we are ready to rock and roll,['a close above 28.64 and we are ready to rock and roll'],TZOO,0.308,['Stock/Price Action/Bullish'],post,0
G4S sees profits rise but UK contract problems remain,['contract problems remain'],G4S,0.252,['Corporate/Risks'],headline,0
#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,['Recall Adds To Reliability Issues'],TSLA,-0.267,['Corporate/Risks/Product Recall'],post,2
Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,['Double bottom with handle buy point'],IP,0.446,['Stock/Technical Analysis'],post,0
$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,['got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower'],SMH,-0.538,['Stock/Signal/Sell Signal'],post,2
Whitbread share price climbs on Q4 sales growth,['share price climbs'],Whitbread,0.513,['Stock/Price Action'],headline,0
$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,['is looking weak while this market is moving higher not a good sign'],GS,-0.398,['Stock/Price Action/Bearish/Bearish Behavior'],post,2
Morrisons faces festive sales test,['festive sales test'],Morrisons,-0.113,['Corporate/Sales'],headline,2
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",['shorts are getting nervous'],ZNGA,0.366,['Stock/Price Action/Bullish'],post,0
"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",['darn those shorts!'],FMCN,-0.483,['Stock/Price Action/Volatility/Short Selling'],post,2
$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,['Will be looking to add shares if we get a new high breakout.'],OCN,0.421,['Stock/Price Action/Bullish/Bull Position'],post,0
Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,['first Model X recall'],TSLA,-0.287,['Corporate/Risks/Product Recall'],post,2
Can Christmas Save Sainsbury's plc And Tesco plc?,['Can Christmas Save..... ?'],Tesco,-0.175,['Corporate/Rumors/Rumors'],headline,2
$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,['Up 6% and high on volume'],ISR,0.612,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
$PG Ackman making the big added efficiency argument. betting on operational imporvement in a huge conglomerate can go either way imo.,['making the big added efficiency argument. betting on operational imporvement in a huge conglomerate'],PG,0.116,['Corporate/Strategy/Business Model'],post,0
US dollar wipes out sales gains for SABMiller,['wipes out sales gains for SABMiller'],SABMiller,-0.582,['Corporate/Sales/Sales'],headline,2
Apple: Another attempt to break out on Apple but with weak PVT   $AAPL #Trading #investing #aapl https://t.co/DNh7Hgv22V,['Another attempt to break out'],AAPL,0.138,['Stock/Price Action'],post,0
$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,['Ascending triangle gives a bullish bias to this chart'],TROW,0.544,['Stock/Technical Analysis'],post,0
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,['SS interest rose on 12/15 on day before we hit our lows'],TSLA,-0.405,['Stock/Price Action/Bearish'],post,2
Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,['Shares Pounded On Fears Of Loss Of Business From'],MU,-0.596,['Corporate/Sales/Contract Withdrawn'],post,2
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,['copyright infringement'],ZNGA,-0.284,['Corporate/Legal'],post,2
Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,['Breaking 52 week highs timing looks great now'],VNET,0.419,['Stock/Price Action/Current Price/52-Week High'],post,0
Britain's FTSE forges ahead as Shire surges,['FTSE forges ahead as Shire surges'],Shire,0.512,['Stock/Price Action'],headline,0
InterContinental Hotels first-quarter global room revenue lags estimates,['first-quarter global room revenue'],InterContinental,-0.329,['Corporate/Sales'],headline,2
Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,['Baird Upgrades Tesla'],TSLA,0.52,['Stock/Coverage/AnalystRatings/Upgrade'],post,0
Just went long $ILMN,['went long'],ILMN,0.558,['Stock/Price Action/Bullish/Bull Position'],post,0
Ocwen Reaches Settlement With California Regulator,['Settlement With California Regulator'],Ocwen,0.171,['Corporate/Legal/Settlement'],headline,0
"$ZSL looking very weak, could be a good short setup.","['looking very weak, could be a good short setup.']",ZSL,-0.614,['Stock/Price Action/Bearish/Bearish Behavior'],post,2
expecting  $SPY to close above 205.20 $AAPL,['expecting $SPY to close above 205.20'],SPY,0.385,['Stock/Price Action/Bullish'],post,0
$MA http://stks.co/1CYN continues to consolidate / base here,['continues to consolidate / base here'],MA,0.148,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,['ripe for a #takeover target'],YHOO,0.129,['Corporate/M&A'],post,0
$BIOC RSI extremely in long's favor looking at BIOC historically.,"[""RSI extremely in long's favor""]",BIOC,0.503,['Stock/Technical Analysis'],post,0
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,['takeover rumor'],TWTR,-0.278,['Corporate/Rumors/Rumors'],post,2
CompaniesCar insurer Hastings Group driving ÃÂ£180m IPO,['driving ÃÂ£180m IPO'],Hastings Group,0.302,['Stock/IPO'],headline,0
Ruling sets lower limit on potential fine for BP,['lower limit on potential fine for BP'],BP,-0.261,['Corporate/Legal'],headline,2
GSK joins China trade push as UK trumpets healthcare deals,['joins China trade push'],GSK,0.294,['Economy/Trade'],headline,0
"Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN",['misses on revenue'],FAST,-0.374,['Corporate/Financial/Financial Results'],post,2
$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,['weekly still under the 50 moving average and creating a lower high'],AAPL,-0.215,['Stock/Price Action/Bearish/Bearish Behavior'],post,2
$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),['Should have the channel cleared soon and on solid footing'],AAPL,-0.175,['Stock/Technical Analysis'],post,2
$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,"[""crunching #'s""]",IDCC,0.477,['Corporate/Financial/Financial Results/Earnings'],post,0
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,['Long setup. Closed above the 20MA. MACD cross. November catalyst.'],YMI,0.444,['Stock/Price Action/Bullish'],post,0
"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker","['added 465,000 net new subscribers in the first quarter']",SIRI,0.466,['Corporate/Sales'],post,0
@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,['Monday Bulls Are Out!'],SBUX,0.457,['Stock/Price Action/Bearish/Bearish Behavior'],post,0
Persimmon share price climbs on 23% rise in full-year revenue,['share price climbs on 23% rise'],Persimmon,0.975,['Stock/Price Action'],headline,0
Standard Chartered Not Raising Capital Yet As Dividend Cut,['Not Raising Capital Yet As Dividend Cut'],Standard Chartered,-0.158,['Corporate/Dividend Policy'],headline,2
Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP,['Word on the street is that Allergen is looking at Endo International'],ENDP,0.472,['Corporate/M&A/Proposed Merger'],post,0
